 0.0   0.9999999960041972E-08   0.3078930603805929E-01   0.5930550396442413E+00   0.2070115634467129E-05   0.7513270247727633E+01   0.2503126161172986E+00   0.2038987353444099E+02   0.9999999960041972E-08
 1.0   0.4143433770297235E-03   0.3094524305875084E-01   0.5977823821079766E+00   0.1844132051358055E-06   0.7246211755224339E+01   0.1875391683984242E-04   0.1985289539609099E+02   0.5210407099521864E-02
 2.0   0.5450874862660138E-03   0.2349936752795179E-01   0.6396200148068090E+00   0.2333158139811822E-06   0.8441160027778173E+01   0.9382885798883947E-05   0.1609791384512731E+02   0.3525105440812523E-02
 3.0   0.7681667167748937E-03   0.2113043814992669E-01   0.7466448493719562E+00   0.1631613321333361E-06   0.9634168727201169E+01   0.1089676630156679E-04   0.1379689889116953E+02   0.3465831642002922E-02
 4.0   0.8613939866357543E-03   0.2089847649918645E-01   0.7872449665077746E+00   0.1315874019207281E-06   0.1025162707933054E+02   0.1549158882090728E-03   0.1261471355364720E+02   0.3334659124301718E-02
 5.0   0.6743177597919307E-03   0.2025070148725015E-01   0.8659529008828624E+00   0.4164650136763216E-05   0.1066306431380574E+02   0.6774202928482921E+00   0.1266223610234654E+02   0.2550635212844843E-03
 6.0   0.7251573538936980E-03   0.1964792379243545E-01   0.7605242633157265E+00   0.4893532754865229E-05   0.8786727156311123E+01   0.3386707996336622E+01   0.1400090961046184E+02   0.2436088927321595E-04
 7.0   0.6995084315177001E-03   0.1850101930166841E-01   0.7241088747058098E+00   0.1054584982725825E-04   0.7422559450735300E+01   0.6119268997678890E+01   0.1427369084745583E+02   0.1147922801014338E-04
 8.0   0.6367215691172220E-03   0.1680843719722319E-01   0.7633194509538641E+00   0.1732772498663713E-04   0.7837636918193724E+01   0.1046863903547958E+02   0.1308596482277089E+02   0.6704751743979967E-05
 9.0   0.6452798676302003E-03   0.2216962674257394E-01   0.8622233586787790E+00   0.2545265534004891E-04   0.8074374183694676E+01   0.1169812251050802E+02   0.1482074989558681E+02   0.7399746374269464E-05
10.0   0.5785224685274855E-03   0.2383414785769233E-01   0.8401446849338666E+00   0.3834616054177054E-04   0.7381419575062541E+01   0.9716394920711187E+01   0.1811525044161600E+02   0.1045925454173093E-04
11.0   0.4836171770554351E-03   0.2180203668379490E-01   0.7990122751747578E+00   0.5502461901375485E-04   0.6366449381072810E+01   0.6987583894696615E+01   0.2273226321637686E+02   0.1619340538191690E-04
12.0   0.8658053349663500E-03   0.2326486722035852E-01   0.8075116702706444E+00   0.6671787824068244E-04   0.5970164376013441E+01   0.5849762304741235E+01   0.2542708359687623E+02   0.2082459205453895E-04
13.0   0.3042324097076466E-02   0.3195373544036485E-01   0.7949642327282576E+00   0.7039798864652627E-04   0.5569808488446353E+01   0.4832341914906021E+01   0.2745860243862835E+02   0.2583010320415358E-04
14.0   0.6038330158848371E-02   0.4473088971850497E-01   0.7566925917541356E+00   0.6400185461495854E-04   0.5192182202534214E+01   0.3982328835424918E+01   0.2834111366400607E+02   0.3031533566243616E-04
15.0   0.5050340382005734E-02   0.4941849366405295E-01   0.7407880432087626E+00   0.4763209441377185E-04   0.5381841554343594E+01   0.3781557485826863E+01   0.2651590486853684E+02   0.3120759143935574E-04
16.0   0.3576219400607013E-02   0.5766604553097826E-01   0.7432672007819996E+00   0.2931155395936887E-04   0.6267554456709871E+01   0.3740647362804852E+01   0.2421234635732393E+02   0.3362309802679232E-04
17.0   0.1652054260095140E-02   0.6012288804883282E-01   0.7788807859715036E+00   0.1490579511362724E-04   0.8608210819494202E+01   0.3932273823597789E+01   0.2031709234380051E+02   0.3714032870530579E-04
18.0   0.1261601567084863E-02   0.6274193222904235E-01   0.8158321457347125E+00   0.6741406019064995E-05   0.1317735832286002E+02   0.3735359299816281E+01   0.1407079357098428E+02   0.4106723427974283E-04
19.0   0.2113646730987407E-02   0.7730224995085212E-01   0.8632061900686214E+00   0.2150221908469185E-05   0.1934996092563213E+02   0.1357156130381976E+01   0.7905622654378582E+01   0.8688102106143973E-04
20.0   0.3718000996205323E-02   0.8808310478523959E-01   0.9607029734465301E+00   0.3132036112294894E-06   0.2472718861467226E+02   0.2422352243917655E-01   0.3761462271467242E+01   0.3279967773384037E-03
21.0   0.5540473558466211E-02   0.9643933653752820E-01   0.1061446475116869E+01   0.1807394290929550E-06   0.2664928307695855E+02   0.8260205425254231E-02   0.2580255040865238E+01   0.2873111117723343E-03
22.0   0.6895800374667036E-02   0.9815006362162704E-01   0.1132060006758111E+01   0.1614970982528649E-06   0.2643659219809503E+02   0.9269291419250997E-02   0.2454000813262183E+01   0.2938187497527004E-03
23.0   0.7520272013203141E-02   0.9580274823265149E-01   0.1159815605228388E+01   0.1440989317094858E-06   0.2488347270019041E+02   0.7338223250497914E-03   0.3024667150658476E+01   0.4519607163899015E-03
24.0   0.8377201010351609E-02   0.9265801417970196E-01   0.1150498719860292E+01   0.1395362233003719E-06   0.2337237978124749E+02   0.2269764387939210E-04   0.3735037278484974E+01   0.6725842273820327E-03
